SampleID,0,1,2,3,4,5,6,7,8,9,10,11,12,subtype
1,0.14011999225856397,0.31120572866266694,0.2914650667698858,0.019353590090961874,0.09521966324753242,0.0005806077027288562,0.002128894910005806,0.05748016257015676,0.040836075091929554,0.017998838784594542,0.011805689955486743,0.011805689955486743,0.0,Mixed
2,0.13243064729194187,0.2684940554821664,0.23447820343461032,0.06505944517833553,0.14960369881109642,0.00297225891677675,0.006935270805812417,0.0,0.0891677675033025,0.05052840158520475,0.0,0.00033025099075297226,0.0,Mixed
3,0.5455265241488519,0.211243072050673,0.06413301662707839,0.024861441013460016,0.03436262866191607,0.022327790973871733,0.01931908155186065,0.019002375296912115,0.023752969121140142,0.023752969121140142,0.0055423594615993665,0.004433887569279493,0.0017418844022169437,Compartimentalized
4,0.49811832003612827,0.03176275779015505,0.018816799638717446,0.019268402830046667,0.02589191630287521,0.2102965527623062,0.019418937227156405,0.1095890410958904,0.014752370916754479,0.01776305885894927,0.004967635104621406,0.01415023332831552,0.015203974108083697,Compartimentalized
5,0.49667036625971145,0.10506844247132816,0.05993340732519423,0.05993340732519423,0.0608583055863855,0.008879023307436182,0.07639659637439881,0.025157232704402517,0.03625601183869774,0.05068442471328154,0.006659267480577136,0.008139104698483167,0.00536440991490936,Compartimentalized
6,0.27575858619539845,0.18272757585861954,0.10570190063354451,0.057685895298432814,0.08986328776258753,0.019839946648882962,0.0938646215405135,0.027342447482494165,0.06718906302100701,0.05801933977992664,0.008169389796598866,0.008002667555851951,0.005835278426142047,Compartimentalized
7,0.08064516129032258,0.14926686217008797,0.1187683284457478,0.1560117302052786,0.10557184750733138,0.11407624633431085,0.08944281524926687,0.0,0.087683284457478,0.09794721407624633,0.0002932551319648094,0.0002932551319648094,0.0,Mixed
8,0.20057397959183673,0.08545918367346939,0.04336734693877551,0.033482142857142856,0.03220663265306122,0.5564413265306123,0.001913265306122449,0.0,0.023278061224489797,0.02295918367346939,0.0,0.00031887755102040814,0.0,Mixed
9,0.36618341749470595,0.1809741000162893,0.11972633979475485,0.0330672748004561,0.0876364228701743,0.03192702394526796,0.022642124124450238,0.039257208014334584,0.052451539338654506,0.03290438182114351,0.010262257696693273,0.013194331324319922,0.009773578758755497,Compartimentalized
10,0.487117903930131,0.18406113537117905,0.15262008733624455,0.01703056768558952,0.06091703056768559,0.0004366812227074236,0.004148471615720524,0.012663755458515284,0.034934497816593885,0.018558951965065504,0.016812227074235808,0.010480349344978166,0.0002183406113537118,Compartimentalized
11,0.06044600938967136,0.3305946791862285,0.23278560250391236,0.017996870109546165,0.11678403755868545,0.16471048513302033,0.0037167449139280124,0.0,0.05242566510172144,0.020539906103286387,0.0,0.0,0.0,Mixed
12,0.1614010007147963,0.4137240886347391,0.32709077912794854,0.0024303073624017154,0.056182987848463185,0.0,0.0,0.008720514653323803,0.012008577555396712,0.0017155110793423873,0.012437455325232308,0.0031451036454610438,0.0011436740528949249,Mixed
13,0.44448793215916504,0.24096542726679712,0.21448140900195695,0.0005218525766470972,0.0330071754729289,0.005348988910632746,0.0,0.02126549249836921,0.010828440965427268,0.0010437051532941944,0.01643835616438356,0.00939334637964775,0.002217873450750163,Mixed
14,0.05247208931419458,0.24864433811802233,0.10685805422647528,0.11068580542264753,0.18692185007974482,0.004625199362041467,0.05598086124401914,0.004625199362041467,0.12934609250398724,0.094896331738437,0.0022328548644338117,0.002073365231259968,0.0006379585326953748,Mixed
15,0.009351432880844645,0.02262443438914027,0.03227752639517346,0.5472096530920061,0.03469079939668175,0.04947209653092006,0.1794871794871795,0.0,0.033182503770739065,0.09170437405731523,0.0,0.0,0.0,Cold
16,0.3270823185582075,0.07988309790550414,0.07440331222601071,0.015830491962981003,0.02800779347296639,0.00012177301509985388,0.031660983925962005,0.27045786653677545,0.021797369702873843,0.02143205065757428,0.06320019483682415,0.048830979055041406,0.01729176814417925,Compartimentalized
17,0.2001131381699901,0.30745297694809787,0.23631735256682224,0.01725357092349031,0.10691557064064489,0.005515485787017395,0.005798331211992646,0.01951633432329232,0.05784188940743883,0.023193324847970584,0.013435157686324424,0.006646867486918399,0.0,Mixed
18,0.0016248420292471566,0.17512186315219352,0.07871456941686225,0.18739844737317204,0.17873262321718722,0.004332912077992418,0.12294638021303485,0.0,0.11716916410904496,0.13395919841126558,0.0,0.0,0.0,Mixed
19,0.11954545454545455,0.09931818181818182,0.012045454545454545,0.0275,0.006590909090909091,0.6997727272727273,0.015227272727272726,0.0,0.007045454545454546,0.012954545454545455,0.0,0.0,0.0,Cold
20,0.08367626886145405,0.2774838330393886,0.17773858514599256,0.06172839506172839,0.15285126396237508,0.06799921614736429,0.019204389574759947,0.013129531648050167,0.0823045267489712,0.05055849500293945,0.01038604742308446,0.0029394473838918285,0.0,Mixed
21,0.04075235109717868,0.16153420615895261,0.07689470772635072,0.142356629172045,0.11967545638945233,0.013092384289138854,0.23676931587682096,0.0,0.0925686889175733,0.11635626037248756,0.0,0.0,0.0,Mixed
22,0.0146484375,0.039713541666666664,0.049479166666666664,0.5546875,0.06575520833333333,0.047526041666666664,0.08951822916666667,0.0,0.0390625,0.099609375,0.0,0.0,0.0,Cold
23,0.1244988864142539,0.11893095768374165,0.07394209354120267,0.19621380846325168,0.10512249443207126,0.02182628062360802,0.15924276169265034,0.0011135857461024498,0.08329621380846325,0.11180400890868597,0.0022271714922048997,0.0013363028953229399,0.00044543429844097997,Mixed
24,0.00260134402774767,0.028614784305224367,0.017125514849338826,0.12963364404942554,0.025796661608497723,0.010188597442011706,0.6967266420984175,0.0,0.024062432256665944,0.06525037936267071,0.0,0.0,0.0,Cold
25,0.2727614747930775,0.2689992475545523,0.0327313769751693,0.1493604213694507,0.017682468021068473,0.07900677200902935,0.11888638073739653,0.0,0.015425131677953348,0.045146726862302484,0.0,0.0,0.0,Cold
26,0.01582340300840008,0.024809533111935924,0.003907013088493847,0.045712053135378,0.002344207853096308,0.6458292635280328,0.2521976948622778,0.0,0.0033209611252197693,0.006055870287165462,0.0,0.0,0.0,Cold
27,0.13111726685133887,0.2144506001846722,0.10295475530932595,0.08240997229916898,0.10480147737765466,0.14542936288088643,0.061172668513388734,0.0025392428439519853,0.08010156971375808,0.07340720221606649,0.0009233610341643582,0.0006925207756232687,0.0,Mixed
28,0.3811252268602541,0.040092393994390366,0.025078369905956112,0.034647747896386735,0.010889292196007259,0.0037947533410328327,0.09371390859594127,0.31545949513281635,0.010394324368916021,0.012869163504372215,0.017653852499587525,0.02689325193862399,0.02738821976571523,Compartimentalized
29,0.25855986719236357,0.28014110811371656,0.14505084042332433,0.04752023241336377,0.11288649097323096,0.012035692052293007,0.016600954554886905,0.004772774434529985,0.06868644947084457,0.04067233865947292,0.008715501141315626,0.004357750570657813,0.0,Mixed
31,0.05739385065885798,0.10980966325036604,0.07554904831625182,0.23396778916544655,0.08814055636896047,0.04187408491947291,0.1882869692532943,0.0,0.06617862371888726,0.13879941434846266,0.0,0.0,0.0,Mixed
32,0.3571151609150834,0.2140364482357503,0.179139201240791,0.0031019775106630476,0.0507948817371074,0.0,0.0009693679720822024,0.09557968204730516,0.02016285381930981,0.008918185343156262,0.042846064366033346,0.022489336952307096,0.004846839860411012,Compartimentalized
33,0.30840664711632454,0.21358748778103617,0.0747800586510264,0.13294232649071358,0.028347996089931573,0.06304985337243402,0.08504398826979472,0.0,0.02737047898338221,0.06647116324535679,0.0,0.0,0.0,Mixed
34,0.43942577030812324,0.08823529411764706,0.0780812324929972,0.09663865546218488,0.048669467787114847,0.0,0.08088235294117647,0.03431372549019608,0.04726890756302521,0.05287114845938375,0.016456582633053222,0.01680672268907563,0.00035014005602240897,Compartimentalized
35,0.24611197511664074,0.024883359253499222,0.01412649040953862,0.008164852255054433,0.01594090202177294,0.002073613271124935,0.003499222395023328,0.605883877656817,0.010238465526179368,0.00673924313115604,0.014644893727319854,0.021513737687921204,0.026179367547952307,Compartimentalized
36,0.8472269479414767,0.09254848587955086,0.023137121469887716,0.005784280367471929,0.008506294658046955,0.0006805035726437564,0.005103776794828173,0.0,0.00918679823069071,0.007825791085403199,0.0,0.0,0.0,Compartimentalized
37,0.6506369426751593,0.07993630573248407,0.06831210191082802,0.013694267515923567,0.028503184713375797,0.0,0.02388535031847134,0.05732484076433121,0.018152866242038216,0.012579617834394905,0.017197452229299363,0.01878980891719745,0.010987261146496815,Compartimentalized
38,0.07436489607390301,0.25057736720554274,0.17528868360277136,0.09168591224018476,0.1602771362586605,0.005542725173210162,0.06628175519630485,0.0,0.09630484988452656,0.0789838337182448,0.0006928406466512702,0.0,0.0,Mixed
39,0.26228287841191067,0.213151364764268,0.19205955334987593,0.02183622828784119,0.0771712158808933,0.014640198511166254,0.002729528535980149,0.09305210918114144,0.041439205955334985,0.02109181141439206,0.02456575682382134,0.029528535980148884,0.0064516129032258064,Mixed
40,0.6564760793465577,0.11061843640606768,0.04387397899649942,0.021003500583430573,0.03267211201866978,0.0014002333722287048,0.011901983663943991,0.0588098016336056,0.019603267211201866,0.021236872812135356,0.00956826137689615,0.007001166861143524,0.005834305717619603,Compartimentalized
41,0.6571050308914387,0.14585172109443953,0.059576345984112974,0.006840247131509268,0.04258605472197705,0.0011032656663724624,0.005075022065313328,0.04655781112091792,0.0176522506619594,0.011032656663724626,0.0048543689320388345,0.0015445719329214476,0.0002206531332744925,Compartimentalized
